year,group_name,team_a,team_b,team_c,ab_pts_for_a,bc_pts_for_b,ac_pts_for_a,a_beats_b,b_beats_c,is_transitivity_triple,transitive,rank_a,rank_b,rank_c,rank_gap_ab,rank_gap_bc,rank_gap_ac
2010,Group C,Algeria,Slovenia,United States,0.0,0.5,0.0,0,0,0,,30,25,,5,,
2010,Group C,Algeria,United States,England,0.0,0.5,0.5,0,0,0,,30,,8,,,22
2010,Group C,Algeria,United States,Slovenia,0.0,0.5,0.0,0,0,0,,30,,25,,,5
2010,Group C,England,Algeria,Slovenia,0.5,0.0,1.0,0,0,0,,8,30,25,-22,5,-17
2010,Group C,England,Algeria,United States,0.5,0.0,0.5,0,0,0,,8,30,,-22,,
2010,Group C,England,Slovenia,Algeria,1.0,1.0,0.5,1,1,1,0,8,25,30,-17,-5,-22
2010,Group C,England,Slovenia,United States,1.0,0.5,0.5,1,0,0,,8,25,,-17,,
2010,Group C,England,United States,Algeria,0.5,1.0,0.5,0,1,0,,8,,30,,,-22
2010,Group C,England,United States,Slovenia,0.5,0.5,1.0,0,0,0,,8,,25,,,-17
2010,Group C,Slovenia,Algeria,England,1.0,0.5,0.0,1,0,0,,25,30,8,-5,22,17
2010,Group C,Slovenia,Algeria,United States,1.0,0.0,0.5,1,0,0,,25,30,,-5,,
2010,Group C,Slovenia,England,Algeria,0.0,0.5,1.0,0,0,0,,25,8,30,17,-22,-5
2010,Group C,Slovenia,England,United States,0.0,0.5,0.5,0,0,0,,25,8,,17,,
2010,Group C,Slovenia,United States,Algeria,0.5,1.0,1.0,0,1,0,,25,,30,,,-5
2010,Group C,Slovenia,United States,England,0.5,0.5,0.0,0,0,0,,25,,8,,,17
2010,Group C,United States,Algeria,England,1.0,0.5,0.5,1,0,0,,,30,8,,22,
2010,Group C,United States,Algeria,Slovenia,1.0,0.0,0.5,1,0,0,,,30,25,,5,
2010,Group C,United States,England,Algeria,0.5,0.5,1.0,0,0,0,,,8,30,,-22,
2010,Group C,United States,England,Slovenia,0.5,1.0,0.5,0,1,0,,,8,25,,-17,
2010,Group C,United States,Slovenia,Algeria,0.5,1.0,1.0,0,1,0,,,25,30,,-5,
2010,Group C,United States,Slovenia,England,0.5,0.0,0.5,0,0,0,,,25,8,,17,
2010,Group D,Australia,Germany,Ghana,0.0,1.0,0.5,0,1,0,,20,6,32,14,-26,-12
2010,Group D,Australia,Germany,Serbia,0.0,0.0,1.0,0,0,0,,20,6,15,14,-9,5
2010,Group D,Australia,Ghana,Germany,0.5,0.0,0.0,0,0,0,,20,32,6,-12,26,14
2010,Group D,Australia,Ghana,Serbia,0.5,1.0,1.0,0,1,0,,20,32,15,-12,17,5
2010,Group D,Australia,Serbia,Germany,1.0,1.0,0.0,1,1,1,0,20,15,6,5,9,14
2010,Group D,Australia,Serbia,Ghana,1.0,0.0,0.5,1,0,0,,20,15,32,5,-17,-12
2010,Group D,Germany,Australia,Ghana,1.0,0.5,1.0,1,0,0,,6,20,32,-14,-12,-26
2010,Group D,Germany,Australia,Serbia,1.0,1.0,0.0,1,1,1,0,6,20,15,-14,5,-9
2010,Group D,Germany,Ghana,Australia,1.0,0.5,1.0,1,0,0,,6,32,20,-26,12,-14
2010,Group D,Germany,Ghana,Serbia,1.0,1.0,0.0,1,1,1,0,6,32,15,-26,17,-9
2010,Group D,Germany,Serbia,Australia,0.0,0.0,1.0,0,0,0,,6,15,20,-9,-5,-14
2010,Group D,Germany,Serbia,Ghana,0.0,0.0,1.0,0,0,0,,6,15,32,-9,-17,-26
2010,Group D,Ghana,Australia,Germany,0.5,0.0,0.0,0,0,0,,32,20,6,12,14,26
2010,Group D,Ghana,Australia,Serbia,0.5,1.0,1.0,0,1,0,,32,20,15,12,5,17
2010,Group D,Ghana,Germany,Australia,0.0,1.0,0.5,0,1,0,,32,6,20,26,-14,12
2010,Group D,Ghana,Germany,Serbia,0.0,0.0,1.0,0,0,0,,32,6,15,26,-9,17
2010,Group D,Ghana,Serbia,Australia,1.0,0.0,0.5,1,0,0,,32,15,20,17,-5,12
2010,Group D,Ghana,Serbia,Germany,1.0,1.0,0.0,1,1,1,0,32,15,6,17,9,26
2010,Group D,Serbia,Australia,Germany,0.0,0.0,1.0,0,0,0,,15,20,6,-5,14,9
2010,Group D,Serbia,Australia,Ghana,0.0,0.5,0.0,0,0,0,,15,20,32,-5,-12,-17
2010,Group D,Serbia,Germany,Australia,1.0,1.0,0.0,1,1,1,0,15,6,20,9,-14,-5
2010,Group D,Serbia,Germany,Ghana,1.0,1.0,0.0,1,1,1,0,15,6,32,9,-26,-17
2010,Group D,Serbia,Ghana,Australia,0.0,0.5,0.0,0,0,0,,15,32,20,-17,12,-5
2010,Group D,Serbia,Ghana,Germany,0.0,0.0,1.0,0,0,0,,15,32,6,-17,26,9
2010,Group E,Cameroon,Denmark,Japan,0.0,0.0,0.0,0,0,0,,19,36,45,-17,-9,-26
2010,Group E,Cameroon,Denmark,Netherlands,0.0,0.0,0.0,0,0,0,,19,36,4,-17,32,15
2010,Group E,Cameroon,Japan,Denmark,0.0,1.0,0.0,0,1,0,,19,45,36,-26,9,-17
2010,Group E,Cameroon,Japan,Netherlands,0.0,0.0,0.0,0,0,0,,19,45,4,-26,41,15
2010,Group E,Cameroon,Netherlands,Denmark,0.0,1.0,0.0,0,1,0,,19,4,36,15,-32,-17
2010,Group E,Cameroon,Netherlands,Japan,0.0,1.0,0.0,0,1,0,,19,4,45,15,-41,-26
2010,Group E,Denmark,Cameroon,Japan,1.0,0.0,0.0,1,0,0,,36,19,45,17,-26,-9
2010,Group E,Denmark,Cameroon,Netherlands,1.0,0.0,0.0,1,0,0,,36,19,4,17,15,32
2010,Group E,Denmark,Japan,Cameroon,0.0,1.0,1.0,0,1,0,,36,45,19,-9,26,17
2010,Group E,Denmark,Japan,Netherlands,0.0,0.0,0.0,0,0,0,,36,45,4,-9,41,32
2010,Group E,Denmark,Netherlands,Cameroon,0.0,1.0,1.0,0,1,0,,36,4,19,32,-15,17
2010,Group E,Denmark,Netherlands,Japan,0.0,1.0,0.0,0,1,0,,36,4,45,32,-41,-9
2010,Group E,Japan,Cameroon,Denmark,1.0,0.0,1.0,1,0,0,,45,19,36,26,-17,9
2010,Group E,Japan,Cameroon,Netherlands,1.0,0.0,0.0,1,0,0,,45,19,4,26,15,41
2010,Group E,Japan,Denmark,Cameroon,1.0,1.0,1.0,1,1,1,1,45,36,19,9,17,26
2010,Group E,Japan,Denmark,Netherlands,1.0,0.0,0.0,1,0,0,,45,36,4,9,32,41
2010,Group E,Japan,Netherlands,Cameroon,0.0,1.0,1.0,0,1,0,,45,4,19,41,-15,26
2010,Group E,Japan,Netherlands,Denmark,0.0,1.0,1.0,0,1,0,,45,4,36,41,-32,9
2010,Group E,Netherlands,Cameroon,Denmark,1.0,0.0,1.0,1,0,0,,4,19,36,-15,-17,-32
2010,Group E,Netherlands,Cameroon,Japan,1.0,0.0,1.0,1,0,0,,4,19,45,-15,-26,-41
2010,Group E,Netherlands,Denmark,Cameroon,1.0,1.0,1.0,1,1,1,1,4,36,19,-32,17,-15
2010,Group E,Netherlands,Denmark,Japan,1.0,0.0,1.0,1,0,0,,4,36,45,-32,-9,-41
2010,Group E,Netherlands,Japan,Cameroon,1.0,1.0,1.0,1,1,1,1,4,45,19,-41,26,-15
2010,Group E,Netherlands,Japan,Denmark,1.0,1.0,1.0,1,1,1,1,4,45,36,-41,9,-32
2010,Group F,Italy,New Zealand,Paraguay,0.5,0.5,0.5,0,0,0,,5,78,31,-73,47,-26
2010,Group F,Italy,New Zealand,Slovakia,0.5,0.5,0.0,0,0,0,,5,78,34,-73,44,-29
2010,Group F,Italy,Paraguay,New Zealand,0.5,0.5,0.5,0,0,0,,5,31,78,-26,-47,-73
2010,Group F,Italy,Paraguay,Slovakia,0.5,1.0,0.0,0,1,0,,5,31,34,-26,-3,-29
2010,Group F,Italy,Slovakia,New Zealand,0.0,0.5,0.5,0,0,0,,5,34,78,-29,-44,-73
2010,Group F,Italy,Slovakia,Paraguay,0.0,0.0,0.5,0,0,0,,5,34,31,-29,3,-26
2010,Group F,New Zealand,Italy,Paraguay,0.5,0.5,0.5,0,0,0,,78,5,31,73,-26,47
2010,Group F,New Zealand,Italy,Slovakia,0.5,0.0,0.5,0,0,0,,78,5,34,73,-29,44
2010,Group F,New Zealand,Paraguay,Italy,0.5,0.5,0.5,0,0,0,,78,31,5,47,26,73
2010,Group F,New Zealand,Paraguay,Slovakia,0.5,1.0,0.5,0,1,0,,78,31,34,47,-3,44
2010,Group F,New Zealand,Slovakia,Italy,0.5,1.0,0.5,0,1,0,,78,34,5,44,29,73
2010,Group F,New Zealand,Slovakia,Paraguay,0.5,0.0,0.5,0,0,0,,78,34,31,44,3,47
2010,Group F,Paraguay,Italy,New Zealand,0.5,0.5,0.5,0,0,0,,31,5,78,26,-73,-47
2010,Group F,Paraguay,Italy,Slovakia,0.5,0.0,1.0,0,0,0,,31,5,34,26,-29,-3
2010,Group F,Paraguay,New Zealand,Italy,0.5,0.5,0.5,0,0,0,,31,78,5,-47,73,26
2010,Group F,Paraguay,New Zealand,Slovakia,0.5,0.5,1.0,0,0,0,,31,78,34,-47,44,-3
2010,Group F,Paraguay,Slovakia,Italy,1.0,1.0,0.5,1,1,1,0,31,34,5,-3,29,26
2010,Group F,Paraguay,Slovakia,New Zealand,1.0,0.5,0.5,1,0,0,,31,34,78,-3,-44,-47
2010,Group F,Slovakia,Italy,New Zealand,1.0,0.5,0.5,1,0,0,,34,5,78,29,-73,-44
2010,Group F,Slovakia,Italy,Paraguay,1.0,0.5,0.0,1,0,0,,34,5,31,29,-26,3
2010,Group F,Slovakia,New Zealand,Italy,0.5,0.5,1.0,0,0,0,,34,78,5,-44,73,29
2010,Group F,Slovakia,New Zealand,Paraguay,0.5,0.5,0.0,0,0,0,,34,78,31,-44,47,3
2010,Group F,Slovakia,Paraguay,Italy,0.0,0.5,1.0,0,0,0,,34,31,5,3,26,29
2010,Group F,Slovakia,Paraguay,New Zealand,0.0,0.5,0.5,0,0,0,,34,31,78,3,-47,-44
2010,Group G,Brazil,Ivory Coast,North Korea,1.0,1.0,1.0,1,1,1,1,1,,,,,
2010,Group G,Brazil,Ivory Coast,Portugal,1.0,0.5,0.5,1,0,0,,1,,3,,,-2
2010,Group G,Brazil,North Korea,Ivory Coast,1.0,0.0,1.0,1,0,0,,1,,,,,
2010,Group G,Brazil,North Korea,Portugal,1.0,0.0,0.5,1,0,0,,1,,3,,,-2
2010,Group G,Brazil,Portugal,Ivory Coast,0.5,0.5,1.0,0,0,0,,1,3,,-2,,
2010,Group G,Brazil,Portugal,North Korea,0.5,1.0,1.0,0,1,0,,1,3,,-2,,
2010,Group G,Ivory Coast,Brazil,North Korea,0.0,1.0,1.0,0,1,0,,,1,,,,
2010,Group G,Ivory Coast,Brazil,Portugal,0.0,0.5,0.5,0,0,0,,,1,3,,-2,
2010,Group G,Ivory Coast,North Korea,Brazil,1.0,0.0,0.0,1,0,0,,,,1,,,
2010,Group G,Ivory Coast,North Korea,Portugal,1.0,0.0,0.5,1,0,0,,,,3,,,
2010,Group G,Ivory Coast,Portugal,Brazil,0.5,0.5,0.0,0,0,0,,,3,1,,2,
2010,Group G,Ivory Coast,Portugal,North Korea,0.5,1.0,1.0,0,1,0,,,3,,,,
2010,Group G,North Korea,Brazil,Ivory Coast,0.0,1.0,0.0,0,1,0,,,1,,,,
2010,Group G,North Korea,Brazil,Portugal,0.0,0.5,0.0,0,0,0,,,1,3,,-2,
2010,Group G,North Korea,Ivory Coast,Brazil,0.0,0.0,0.0,0,0,0,,,,1,,,
2010,Group G,North Korea,Ivory Coast,Portugal,0.0,0.5,0.0,0,0,0,,,,3,,,
2010,Group G,North Korea,Portugal,Brazil,0.0,0.5,0.0,0,0,0,,,3,1,,2,
2010,Group G,North Korea,Portugal,Ivory Coast,0.0,0.5,0.0,0,0,0,,,3,,,,
2010,Group G,Portugal,Brazil,Ivory Coast,0.5,1.0,0.5,0,1,0,,3,1,,2,,
2010,Group G,Portugal,Brazil,North Korea,0.5,1.0,1.0,0,1,0,,3,1,,2,,
2010,Group G,Portugal,Ivory Coast,Brazil,0.5,0.0,0.5,0,0,0,,3,,1,,,2
2010,Group G,Portugal,Ivory Coast,North Korea,0.5,1.0,1.0,0,1,0,,3,,,,,
2010,Group G,Portugal,North Korea,Brazil,1.0,0.0,0.5,1,0,0,,3,,1,,,2
2010,Group G,Portugal,North Korea,Ivory Coast,1.0,0.0,0.5,1,0,0,,3,,,,,
2010,Group H,Chile,Honduras,Spain,1.0,0.0,0.0,1,0,0,,18,38,2,-20,36,16
2010,Group H,Chile,Honduras,Switzerland,1.0,0.5,1.0,1,0,0,,18,38,24,-20,14,-6
2010,Group H,Chile,Spain,Honduras,0.0,1.0,1.0,0,1,0,,18,2,38,16,-36,-20
2010,Group H,Chile,Spain,Switzerland,0.0,0.0,1.0,0,0,0,,18,2,24,16,-22,-6
2010,Group H,Chile,Switzerland,Honduras,1.0,0.5,1.0,1,0,0,,18,24,38,-6,-14,-20
2010,Group H,Chile,Switzerland,Spain,1.0,1.0,0.0,1,1,1,0,18,24,2,-6,22,16
2010,Group H,Honduras,Chile,Spain,0.0,0.0,0.0,0,0,0,,38,18,2,20,16,36
2010,Group H,Honduras,Chile,Switzerland,0.0,1.0,0.5,0,1,0,,38,18,24,20,-6,14
2010,Group H,Honduras,Spain,Chile,0.0,1.0,0.0,0,1,0,,38,2,18,36,-16,20
2010,Group H,Honduras,Spain,Switzerland,0.0,0.0,0.5,0,0,0,,38,2,24,36,-22,14
2010,Group H,Honduras,Switzerland,Chile,0.5,0.0,0.0,0,0,0,,38,24,18,14,6,20
2010,Group H,Honduras,Switzerland,Spain,0.5,1.0,0.0,0,1,0,,38,24,2,14,22,36
2010,Group H,Spain,Chile,Honduras,1.0,1.0,1.0,1,1,1,1,2,18,38,-16,-20,-36
2010,Group H,Spain,Chile,Switzerland,1.0,1.0,0.0,1,1,1,0,2,18,24,-16,-6,-22
2010,Group H,Spain,Honduras,Chile,1.0,0.0,1.0,1,0,0,,2,38,18,-36,20,-16
2010,Group H,Spain,Honduras,Switzerland,1.0,0.5,0.0,1,0,0,,2,38,24,-36,14,-22
2010,Group H,Spain,Switzerland,Chile,0.0,0.0,1.0,0,0,0,,2,24,18,-22,6,-16
2010,Group H,Spain,Switzerland,Honduras,0.0,0.5,1.0,0,0,0,,2,24,38,-22,-14,-36
2010,Group H,Switzerland,Chile,Honduras,0.0,1.0,0.5,0,1,0,,24,18,38,6,-20,-14
2010,Group H,Switzerland,Chile,Spain,0.0,0.0,1.0,0,0,0,,24,18,2,6,16,22
2010,Group H,Switzerland,Honduras,Chile,0.5,0.0,0.0,0,0,0,,24,38,18,-14,20,6
2010,Group H,Switzerland,Honduras,Spain,0.5,0.0,1.0,0,0,0,,24,38,2,-14,36,22
2010,Group H,Switzerland,Spain,Chile,1.0,1.0,0.0,1,1,1,0,24,2,18,22,-16,6
2010,Group H,Switzerland,Spain,Honduras,1.0,1.0,0.5,1,1,1,0,24,2,38,22,-36,-14
2014,Group A,Brazil,Cameroon,Croatia,1.0,0.0,1.0,1,0,0,,3,56,18,-53,38,-15
2014,Group A,Brazil,Cameroon,Mexico,1.0,0.0,0.5,1,0,0,,3,56,20,-53,36,-17
2014,Group A,Brazil,Croatia,Cameroon,1.0,1.0,1.0,1,1,1,1,3,18,56,-15,-38,-53
2014,Group A,Brazil,Croatia,Mexico,1.0,0.0,0.5,1,0,0,,3,18,20,-15,-2,-17
2014,Group A,Brazil,Mexico,Cameroon,0.5,1.0,1.0,0,1,0,,3,20,56,-17,-36,-53
2014,Group A,Brazil,Mexico,Croatia,0.5,1.0,1.0,0,1,0,,3,20,18,-17,2,-15
2014,Group A,Cameroon,Brazil,Croatia,0.0,1.0,0.0,0,1,0,,56,3,18,53,-15,38
2014,Group A,Cameroon,Brazil,Mexico,0.0,0.5,0.0,0,0,0,,56,3,20,53,-17,36
2014,Group A,Cameroon,Croatia,Brazil,0.0,0.0,0.0,0,0,0,,56,18,3,38,15,53
2014,Group A,Cameroon,Croatia,Mexico,0.0,0.0,0.0,0,0,0,,56,18,20,38,-2,36
2014,Group A,Cameroon,Mexico,Brazil,0.0,0.5,0.0,0,0,0,,56,20,3,36,17,53
2014,Group A,Cameroon,Mexico,Croatia,0.0,1.0,0.0,0,1,0,,56,20,18,36,2,38
2014,Group A,Croatia,Brazil,Cameroon,0.0,1.0,1.0,0,1,0,,18,3,56,15,-53,-38
2014,Group A,Croatia,Brazil,Mexico,0.0,0.5,0.0,0,0,0,,18,3,20,15,-17,-2
2014,Group A,Croatia,Cameroon,Brazil,1.0,0.0,0.0,1,0,0,,18,56,3,-38,53,15
2014,Group A,Croatia,Cameroon,Mexico,1.0,0.0,0.0,1,0,0,,18,56,20,-38,36,-2
2014,Group A,Croatia,Mexico,Brazil,0.0,0.5,0.0,0,0,0,,18,20,3,-2,17,15
2014,Group A,Croatia,Mexico,Cameroon,0.0,1.0,1.0,0,1,0,,18,20,56,-2,-36,-38
2014,Group A,Mexico,Brazil,Cameroon,0.5,1.0,1.0,0,1,0,,20,3,56,17,-53,-36
2014,Group A,Mexico,Brazil,Croatia,0.5,1.0,1.0,0,1,0,,20,3,18,17,-15,2
2014,Group A,Mexico,Cameroon,Brazil,1.0,0.0,0.5,1,0,0,,20,56,3,-36,53,17
2014,Group A,Mexico,Cameroon,Croatia,1.0,0.0,1.0,1,0,0,,20,56,18,-36,38,2
2014,Group A,Mexico,Croatia,Brazil,1.0,0.0,0.5,1,0,0,,20,18,3,2,15,17
2014,Group A,Mexico,Croatia,Cameroon,1.0,1.0,1.0,1,1,1,1,20,18,56,2,-38,-36
2014,Group B,Australia,Chile,Netherlands,0.0,0.0,0.0,0,0,0,,62,14,15,48,-1,47
2014,Group B,Australia,Chile,Spain,0.0,1.0,0.0,0,1,0,,62,14,1,48,13,61
2014,Group B,Australia,Netherlands,Chile,0.0,1.0,0.0,0,1,0,,62,15,14,47,1,48
2014,Group B,Australia,Netherlands,Spain,0.0,1.0,0.0,0,1,0,,62,15,1,47,14,61
2014,Group B,Australia,Spain,Chile,0.0,0.0,0.0,0,0,0,,62,1,14,61,-13,48
2014,Group B,Australia,Spain,Netherlands,0.0,0.0,0.0,0,0,0,,62,1,15,61,-14,47
2014,Group B,Chile,Australia,Netherlands,1.0,0.0,0.0,1,0,0,,14,62,15,-48,47,-1
2014,Group B,Chile,Australia,Spain,1.0,0.0,1.0,1,0,0,,14,62,1,-48,61,13
2014,Group B,Chile,Netherlands,Australia,0.0,1.0,1.0,0,1,0,,14,15,62,-1,-47,-48
2014,Group B,Chile,Netherlands,Spain,0.0,1.0,1.0,0,1,0,,14,15,1,-1,14,13
2014,Group B,Chile,Spain,Australia,1.0,1.0,1.0,1,1,1,1,14,1,62,13,-61,-48
2014,Group B,Chile,Spain,Netherlands,1.0,0.0,0.0,1,0,0,,14,1,15,13,-14,-1
2014,Group B,Netherlands,Australia,Chile,1.0,0.0,1.0,1,0,0,,15,62,14,-47,48,1
2014,Group B,Netherlands,Australia,Spain,1.0,0.0,1.0,1,0,0,,15,62,1,-47,61,14
2014,Group B,Netherlands,Chile,Australia,1.0,1.0,1.0,1,1,1,1,15,14,62,1,-48,-47
2014,Group B,Netherlands,Chile,Spain,1.0,1.0,1.0,1,1,1,1,15,14,1,1,13,14
2014,Group B,Netherlands,Spain,Australia,1.0,1.0,1.0,1,1,1,1,15,1,62,14,-61,-47
2014,Group B,Netherlands,Spain,Chile,1.0,0.0,1.0,1,0,0,,15,1,14,14,-13,1
2014,Group B,Spain,Australia,Chile,1.0,0.0,0.0,1,0,0,,1,62,14,-61,48,-13
2014,Group B,Spain,Australia,Netherlands,1.0,0.0,0.0,1,0,0,,1,62,15,-61,47,-14
2014,Group B,Spain,Chile,Australia,0.0,1.0,1.0,0,1,0,,1,14,62,-13,-48,-61
2014,Group B,Spain,Chile,Netherlands,0.0,0.0,0.0,0,0,0,,1,14,15,-13,-1,-14
2014,Group B,Spain,Netherlands,Australia,0.0,1.0,1.0,0,1,0,,1,15,62,-14,-47,-61
2014,Group B,Spain,Netherlands,Chile,0.0,1.0,0.0,0,1,0,,1,15,14,-14,1,-13
2014,Group C,Colombia,Greece,Ivory Coast,1.0,1.0,1.0,1,1,1,1,8,12,,-4,,
2014,Group C,Colombia,Greece,Japan,1.0,0.5,1.0,1,0,0,,8,12,46,-4,-34,-38
2014,Group C,Colombia,Ivory Coast,Greece,1.0,0.0,1.0,1,0,0,,8,,12,,,-4
2014,Group C,Colombia,Ivory Coast,Japan,1.0,1.0,1.0,1,1,1,1,8,,46,,,-38
2014,Group C,Colombia,Japan,Greece,1.0,0.5,1.0,1,0,0,,8,46,12,-38,34,-4
2014,Group C,Colombia,Japan,Ivory Coast,1.0,0.0,1.0,1,0,0,,8,46,,-38,,
2014,Group C,Greece,Colombia,Ivory Coast,0.0,1.0,1.0,0,1,0,,12,8,,4,,
2014,Group C,Greece,Colombia,Japan,0.0,1.0,0.5,0,1,0,,12,8,46,4,-38,-34
2014,Group C,Greece,Ivory Coast,Colombia,1.0,0.0,0.0,1,0,0,,12,,8,,,4
2014,Group C,Greece,Ivory Coast,Japan,1.0,1.0,0.5,1,1,1,0,12,,46,,,-34
2014,Group C,Greece,Japan,Colombia,0.5,0.0,0.0,0,0,0,,12,46,8,-34,38,4
2014,Group C,Greece,Japan,Ivory Coast,0.5,0.0,1.0,0,0,0,,12,46,,-34,,
2014,Group C,Ivory Coast,Colombia,Greece,0.0,1.0,0.0,0,1,0,,,8,12,,-4,
2014,Group C,Ivory Coast,Colombia,Japan,0.0,1.0,1.0,0,1,0,,,8,46,,-38,
2014,Group C,Ivory Coast,Greece,Colombia,0.0,0.0,0.0,0,0,0,,,12,8,,4,
2014,Group C,Ivory Coast,Greece,Japan,0.0,0.5,1.0,0,0,0,,,12,46,,-34,
2014,Group C,Ivory Coast,Japan,Colombia,1.0,0.0,0.0,1,0,0,,,46,8,,38,
2014,Group C,Ivory Coast,Japan,Greece,1.0,0.5,0.0,1,0,0,,,46,12,,34,
2014,Group C,Japan,Colombia,Greece,0.0,1.0,0.5,0,1,0,,46,8,12,38,-4,34
2014,Group C,Japan,Colombia,Ivory Coast,0.0,1.0,0.0,0,1,0,,46,8,,38,,
2014,Group C,Japan,Greece,Colombia,0.5,0.0,0.0,0,0,0,,46,12,8,34,4,38
2014,Group C,Japan,Greece,Ivory Coast,0.5,1.0,0.0,0,1,0,,46,12,,34,,
2014,Group C,Japan,Ivory Coast,Colombia,0.0,0.0,0.0,0,0,0,,46,,8,,,38
2014,Group C,Japan,Ivory Coast,Greece,0.0,0.0,0.5,0,0,0,,46,,12,,,34
2014,Group D,Costa Rica,England,Italy,0.5,0.0,1.0,0,0,0,,28,10,9,18,1,19
2014,Group D,Costa Rica,England,Uruguay,0.5,0.0,1.0,0,0,0,,28,10,7,18,3,21
2014,Group D,Costa Rica,Italy,England,1.0,1.0,0.5,1,1,1,0,28,9,10,19,-1,18
2014,Group D,Costa Rica,Italy,Uruguay,1.0,0.0,1.0,1,0,0,,28,9,7,19,2,21
2014,Group D,Costa Rica,Uruguay,England,1.0,1.0,0.5,1,1,1,0,28,7,10,21,-3,18
2014,Group D,Costa Rica,Uruguay,Italy,1.0,1.0,1.0,1,1,1,1,28,7,9,21,-2,19
2014,Group D,England,Costa Rica,Italy,0.5,1.0,0.0,0,1,0,,10,28,9,-18,19,1
2014,Group D,England,Costa Rica,Uruguay,0.5,1.0,0.0,0,1,0,,10,28,7,-18,21,3
2014,Group D,England,Italy,Costa Rica,0.0,0.0,0.5,0,0,0,,10,9,28,1,-19,-18
2014,Group D,England,Italy,Uruguay,0.0,0.0,0.0,0,0,0,,10,9,7,1,2,3
2014,Group D,England,Uruguay,Costa Rica,0.0,0.0,0.5,0,0,0,,10,7,28,3,-21,-18
2014,Group D,England,Uruguay,Italy,0.0,1.0,0.0,0,1,0,,10,7,9,3,-2,1
2014,Group D,Italy,Costa Rica,England,0.0,0.5,1.0,0,0,0,,9,28,10,-19,18,-1
2014,Group D,Italy,Costa Rica,Uruguay,0.0,1.0,0.0,0,1,0,,9,28,7,-19,21,2
2014,Group D,Italy,England,Costa Rica,1.0,0.5,0.0,1,0,0,,9,10,28,-1,-18,-19
2014,Group D,Italy,England,Uruguay,1.0,0.0,0.0,1,0,0,,9,10,7,-1,3,2
2014,Group D,Italy,Uruguay,Costa Rica,0.0,0.0,0.0,0,0,0,,9,7,28,2,-21,-19
2014,Group D,Italy,Uruguay,England,0.0,1.0,1.0,0,1,0,,9,7,10,2,-3,-1
2014,Group D,Uruguay,Costa Rica,England,0.0,0.5,1.0,0,0,0,,7,28,10,-21,18,-3
2014,Group D,Uruguay,Costa Rica,Italy,0.0,1.0,1.0,0,1,0,,7,28,9,-21,19,-2
2014,Group D,Uruguay,England,Costa Rica,1.0,0.5,0.0,1,0,0,,7,10,28,-3,-18,-21
2014,Group D,Uruguay,England,Italy,1.0,0.0,1.0,1,0,0,,7,10,9,-3,1,-2
2014,Group D,Uruguay,Italy,Costa Rica,1.0,0.0,0.0,1,0,0,,7,9,28,-2,-19,-21
2014,Group D,Uruguay,Italy,England,1.0,1.0,1.0,1,1,1,1,7,9,10,-2,-1,-3
2014,Group E,Ecuador,France,Honduras,0.5,1.0,1.0,0,1,0,,26,17,33,9,-16,-7
2014,Group E,Ecuador,France,Switzerland,0.5,1.0,0.0,0,1,0,,26,17,6,9,11,20
2014,Group E,Ecuador,Honduras,France,1.0,0.0,0.5,1,0,0,,26,33,17,-7,16,9
2014,Group E,Ecuador,Honduras,Switzerland,1.0,0.0,0.0,1,0,0,,26,33,6,-7,27,20
2014,Group E,Ecuador,Switzerland,France,0.0,0.0,0.5,0,0,0,,26,6,17,20,-11,9
2014,Group E,Ecuador,Switzerland,Honduras,0.0,1.0,1.0,0,1,0,,26,6,33,20,-27,-7
2014,Group E,France,Ecuador,Honduras,0.5,1.0,1.0,0,1,0,,17,26,33,-9,-7,-16
2014,Group E,France,Ecuador,Switzerland,0.5,0.0,1.0,0,0,0,,17,26,6,-9,20,11
2014,Group E,France,Honduras,Ecuador,1.0,0.0,0.5,1,0,0,,17,33,26,-16,7,-9
2014,Group E,France,Honduras,Switzerland,1.0,0.0,1.0,1,0,0,,17,33,6,-16,27,11
2014,Group E,France,Switzerland,Ecuador,1.0,1.0,0.5,1,1,1,0,17,6,26,11,-20,-9
2014,Group E,France,Switzerland,Honduras,1.0,1.0,1.0,1,1,1,1,17,6,33,11,-27,-16
2014,Group E,Honduras,Ecuador,France,0.0,0.5,0.0,0,0,0,,33,26,17,7,9,16
2014,Group E,Honduras,Ecuador,Switzerland,0.0,0.0,0.0,0,0,0,,33,26,6,7,20,27
2014,Group E,Honduras,France,Ecuador,0.0,0.5,0.0,0,0,0,,33,17,26,16,-9,7
2014,Group E,Honduras,France,Switzerland,0.0,1.0,0.0,0,1,0,,33,17,6,16,11,27
2014,Group E,Honduras,Switzerland,Ecuador,0.0,1.0,0.0,0,1,0,,33,6,26,27,-20,7
2014,Group E,Honduras,Switzerland,France,0.0,0.0,0.0,0,0,0,,33,6,17,27,-11,16
2014,Group E,Switzerland,Ecuador,France,1.0,0.5,0.0,1,0,0,,6,26,17,-20,9,-11
2014,Group E,Switzerland,Ecuador,Honduras,1.0,1.0,1.0,1,1,1,1,6,26,33,-20,-7,-27
2014,Group E,Switzerland,France,Ecuador,0.0,0.5,1.0,0,0,0,,6,17,26,-11,-9,-20
2014,Group E,Switzerland,France,Honduras,0.0,1.0,1.0,0,1,0,,6,17,33,-11,-16,-27
